order_id,order_date,customer_email,region,plan,amount_eur,seats,churned,notes,source_system
ORD-1308,2023-05-10,user308@example.com,EMEA,N/A,332.85,1,false,,salesforce
ORD-1309,2024-04-16,,AMER,N/A,706.99,-1,true,,salesforce
ORD-1310,01/06/2023,user310@example.com,emea,pro,575.92,2,true,,salesforce
ORD-1311,2024-06-23,, AMER,N/A,41.0,3,true,,salesforce
ORD-1312,2024-06-25,,emea,N/A,207.06,10,false,,salesforce
ORD-1313,08/07/2024,user313@example.com, AMER,N/A,,1,false,follow up,salesforce
ORD-1314,2024-04-13,user314@example.com,emea,pro,447.58,-1,true,follow up,salesforce
ORD-1315,24.04.2023,user315@example.com,EMEA,pro,322.66,3,false,,salesforce
ORD-1316,06/01/2023,user316@example.com, AMER,N/A,779.24,-1,true,,salesforce
ORD-1317,2023-03-02,, AMER,enterprise,528.44,-1,true,,salesforce
ORD-1318,2024-01-05,user318@example.com,Unknown,free,141.47,3,false,,salesforce
ORD-1319,01/14/2023,user319@example.com,EMEA,Pro,436.49,1,true,,salesforce
ORD-1320,2023-02-06,user320@example.com,emea,N/A,,-1,true,follow up,salesforce
ORD-1321,2024-08-16,user321@example.com,AMER,pro,522.91,2,false,̩lev̩ priority,salesforce
ORD-1321,2023-06-20,user322@example.com,emea,enterprise,640.52,-1,true,,salesforce
ORD-1323,2024-11-05,,APAC,pro,592.47,1,false,̩lev̩ priority,salesforce
ORD-1324,12/09/2023,user324@example.com,AMER,pro,246.85,5,false,,salesforce
ORD-1325,2023-09-30,user325@example.com,APAC,enterprise,197.67,2,true,,salesforce
ORD-1326,11.06.2023,user326@example.com,EMEA,free,284.24,1,true,,salesforce
ORD-1327,2023-03-08,user327@example.com,APAC,Pro,205.46,1,true,,salesforce
ORD-1328,12/21/2023,user328@example.com,AMER,enterprise,2438.01,1,true,follow up,salesforce
ORD-1329,2024-03-16,user329@example.com,AMER,pro,228.68,5,false,,salesforce
ORD-1330,10/26/2023,user330@example.com,APAC,N/A,,10,true,follow up,salesforce
ORD-1331,11.10.2023,, AMER,Pro,1035.44,3,true,,salesforce
ORD-1332,03/27/2023,user332@example.com,emea,enterprise,330.45,3,true,,salesforce
ORD-1333,07/02/2024,user333@example.com,Unknown,free,204.57,1,true,follow up,salesforce
ORD-1334,2024-11-12,user334@example.com,APAC,Pro,514.2,1,false,,salesforce
ORD-1335,2024-06-06,user335@example.com,APAC,N/A,790.09,1,false,,salesforce
ORD-1336,2023-06-19,user336@example.com,Unknown,free,277.9,2,true,,salesforce
ORD-1337,2024-06-27,user337@example.com,EMEA,free,120.32,5,true,̩lev̩ priority,salesforce
ORD-1338,2024-03-20,user338@example.com, AMER,pro,533.17,5,true,,salesforce
ORD-1339,2024-08-19,user339@example.com, AMER,free,1079.94,3,true,,salesforce
ORD-1340,12/04/2023,user340@example.com,EMEA,enterprise,150.63,2,true,follow up,salesforce
ORD-1341,17.03.2023,user341@example.com,AMER,Pro,316.86,10,false,̩lev̩ priority,salesforce
ORD-1342,2024-09-25,user342@example.com,APAC,Pro,325.25,10,false,,salesforce
ORD-1343,28.02.2023,user343@example.com,APAC,Pro,554.35,3,true,follow up,salesforce
ORD-1344,2023-04-02,user344@example.com,Unknown,enterprise,444.74,5,false,,salesforce
ORD-1345,2023-10-17,user345@example.com,AMER,enterprise,453.73,3,false,follow up,salesforce
ORD-1346,2024-01-20,user346@example.com,EMEA,enterprise,1623.74,-1,true,,salesforce
ORD-1347,2024-10-30,,AMER,N/A,,1,false,̩lev̩ priority,salesforce
ORD-1348,2023-12-07,user348@example.com,Unknown,Pro,,1,true,,salesforce
ORD-1349,2023-09-23,user349@example.com,APAC,enterprise,,1,false,,salesforce
ORD-1350,2023-11-30,user350@example.com, AMER,pro,856.21,-1,false,follow up,salesforce
ORD-1351,2023-12-31,user351@example.com,emea,free,64.67,2,true,follow up,salesforce
ORD-1352,10/02/2024,user352@example.com,emea,enterprise,218.1,10,false,,salesforce
ORD-1353,2023-02-01,user353@example.com, AMER,Pro,599.0,2,false,,salesforce
ORD-1354,2023-05-15,user354@example.com,Unknown,enterprise,131.74,10,false,,salesforce
ORD-1355,2024-11-16,user355@example.com,emea,enterprise,412.49,10,false,follow up,salesforce
ORD-1356,2024-08-26,user356@example.com,APAC,N/A,615.8,3,false,follow up,salesforce
ORD-1357,18.03.2024,,AMER,pro,147.35,3,true,,salesforce
ORD-1358,2024-09-24,user358@example.com,Unknown,pro,1677.03,-1,true,,salesforce
ORD-1359,2023-12-23,user359@example.com,AMER,Pro,462.87,5,false,,salesforce
ORD-1360,2024-03-09,user360@example.com,Unknown,free,1086.27,2,false,follow up,salesforce
ORD-1361,2024-04-09,, AMER,enterprise,583.46,1,false,̩lev̩ priority,salesforce
ORD-1362,2024-06-26,user362@example.com,EMEA,pro,156.63,10,false,,salesforce
ORD-1363,19.11.2023,user363@example.com,AMER,free,49.2,2,true,follow up,salesforce
ORD-1364,2024-10-04,user364@example.com,emea,enterprise,1370.11,-1,false,follow up,salesforce
ORD-1365,2024-05-24,user365@example.com,emea,enterprise,135.49,2,true,̩lev̩ priority,salesforce
ORD-1366,2024-06-12,user366@example.com,APAC,Pro,,1,false,,salesforce
ORD-1367,2023-01-27,user367@example.com,Unknown,free,253.82,5,false,,salesforce
ORD-1368,10/14/2024,user368@example.com,EMEA,N/A,275.83,10,true,follow up,salesforce
ORD-1369,06/02/2024,user369@example.com,EMEA,N/A,,10,false,,salesforce
ORD-1370,05/15/2023,user370@example.com, AMER,pro,223.26,-1,false,,salesforce
ORD-1371,2024-03-27,user371@example.com,emea,free,844.61,10,true,,salesforce
ORD-1372,11/12/2024,user372@example.com, AMER,enterprise,,1,true,̩lev̩ priority,salesforce
ORD-1373,24.01.2023,user373@example.com,emea,N/A,2180.34,2,false,,salesforce
ORD-1374,2024-05-11,user374@example.com,AMER,pro,487.44,1,false,,salesforce
ORD-1375,01.11.2023,user375@example.com,emea,N/A,201.56,1,false,̩lev̩ priority,salesforce
ORD-1376,2023-10-11,,EMEA,pro,898.97,10,false,,salesforce
ORD-1377,01/25/2024,user377@example.com,emea,Pro,226.96,5,false,̩lev̩ priority,salesforce
ORD-1378,2024-05-23,user378@example.com,EMEA,N/A,197.5,5,false,follow up,salesforce
ORD-1379,10/30/2024,user379@example.com, AMER,Pro,383.32,3,false,,salesforce
ORD-1380,2024-04-20,user380@example.com,emea,free,284.76,10,true,,salesforce
ORD-1381,2024-07-04,user381@example.com,emea,N/A,420.93,-1,true,,salesforce
ORD-1382,03/12/2024,user382@example.com, AMER,N/A,1068.7,2,false,,salesforce
ORD-1383,2023-05-20,user383@example.com,EMEA,enterprise,921.23,3,false,,salesforce
ORD-1384,2024-02-07,user384@example.com,AMER,pro,271.41,-1,true,,salesforce
ORD-1384,2024-02-07,user385@example.com,EMEA,Pro,682.21,2,true,,salesforce
ORD-1386,2024-05-24,user386@example.com,emea,pro,135.91,-1,false,follow up,salesforce
ORD-1387,2023-04-06,user387@example.com, AMER,enterprise,873.76,2,false,,salesforce
ORD-1388,2024-05-21,user388@example.com,Unknown,Pro,330.13,2,false,,salesforce
ORD-1389,02.06.2024,user389@example.com,EMEA,free,2377.63,1,false,follow up,salesforce
ORD-1390,2024-08-08,user390@example.com,EMEA,N/A,444.67,-1,true,,salesforce
ORD-1391,2024-05-01,user391@example.com, AMER,Pro,574.27,5,true,,salesforce
ORD-1392,06.10.2023,user392@example.com,emea,N/A,589.04,5,false,,salesforce
ORD-1393,2024-07-19,user393@example.com,EMEA,N/A,1193.44,1,false,,salesforce
ORD-1394,27.04.2023,user394@example.com,Unknown,enterprise,1005.07,5,false,,salesforce
ORD-1395,2023-03-08,user395@example.com,AMER,N/A,248.58,-1,false,follow up,salesforce
ORD-1396,01/23/2024,user396@example.com,Unknown,enterprise,,10,true,,salesforce
ORD-1396,2024-03-23,,EMEA,Pro,206.83,5,true,,salesforce
ORD-1398,18.02.2024,user398@example.com, AMER,enterprise,244.63,2,true,follow up,salesforce
ORD-1399,2023-10-19,user399@example.com,EMEA,free,283.9,5,true,,salesforce
ORD-1400,05/03/2024,user400@example.com, AMER,Pro,1508.5,2,true,̩lev̩ priority,salesforce
ORD-1401,01/23/2024,,AMER,N/A,1132.35,3,true,,salesforce
ORD-1401,2024-03-26,user402@example.com,EMEA,enterprise,284.67,3,false,follow up,salesforce
ORD-1403,22.09.2023,user403@example.com,Unknown,N/A,,1,true,̩lev̩ priority,salesforce
ORD-1404,2023-03-14,,APAC,pro,428.66,-1,true,,salesforce
ORD-1405,02/20/2023,user405@example.com,APAC,N/A,183.7,2,true,̩lev̩ priority,salesforce
ORD-1406,2023-09-27,user406@example.com,Unknown,N/A,827.55,-1,false,follow up,salesforce
ORD-1407,2023-01-28,user407@example.com, AMER,Pro,625.38,-1,true,,salesforce
ORD-1408,02/25/2023,user408@example.com,APAC,enterprise,657.36,2,true,,salesforce
ORD-1409,2023-06-05,user409@example.com,AMER,N/A,191.42,-1,true,,salesforce
ORD-1410,2024-05-09,user410@example.com,EMEA,free,91.31,5,false,follow up,salesforce
ORD-1411,2023-02-12,user411@example.com,APAC,pro,835.21,3,true,̩lev̩ priority,salesforce
ORD-1412,2024-06-03,, AMER,free,549.24,10,true,follow up,salesforce
ORD-1413,2023-05-06,user413@example.com,emea,N/A,296.67,2,true,follow up,salesforce
ORD-1414,11/24/2023,user414@example.com,APAC,Pro,339.0,-1,false,,salesforce
ORD-1415,02/08/2023,,emea,enterprise,193.13,1,false,̩lev̩ priority,salesforce
ORD-1416,2024-07-16,user416@example.com, AMER,free,113.09,1,false,follow up,salesforce
ORD-1417,2023-05-11,user417@example.com,EMEA,pro,766.95,2,true,,salesforce
ORD-1418,2024-10-20,user418@example.com,AMER,free,203.34,2,true,̩lev̩ priority,salesforce
ORD-1419,2024-05-18,,AMER,pro,503.8,1,true,,salesforce
ORD-1000,2024-01-29,user0@example.com, AMER,Pro,,5,false,,salesforce
ORD-1005,2024-05-05,user5@example.com, AMER,N/A,611.65,3,false,,salesforce
